TREEID,OBJECTID,ONSTREET,PARITY,CROSSSTREE,CROSSSTR_1,Location plain text,y,x,TREELOCATI,SITE,TREEPIT,TREECONDIT,DIAMETER,SPECIES,BOROUGH,ZIPCODE,FID_1,COMMDIST
7951,1581,LINCOLN PLACE,even,5 AVENUE,6 AVENUE,"180 6 AVENUE, Brooklyn, NY",-73.9853309, 40.586712,8,1,2,1,3,LIST,Brooklyn,11217,33,306
7953,1582,LINCOLN PLACE,even,5 AVENUE,6 AVENUE,"180 6 AVENUE, Brooklyn, NY",-73.9853309, 40.586712,10,1,2,2,7,FRPE,Brooklyn,11217,33,306
7955,1583,LINCOLN PLACE,even,5 AVENUE,6 AVENUE,"22 LINCOLN PLACE, Brooklyn, NY",-73.9788540705, 40.6771669,1,1,1,1,14,PYCA,Brooklyn,11217,33,306
7957,1584,LINCOLN PLACE,even,5 AVENUE,6 AVENUE,"14 LINCOLN PLACE, Brooklyn, NY",-73.9792098976, 40.67730605,1,1,1,1,10,FRPE,Brooklyn,11217,33,306
7960,1585,LINCOLN PLACE,even,5 AVENUE,6 AVENUE,"4 LINCOLN PLACE, Brooklyn, NY",-73.9794491707, 40.6775290243902,1,1,1,1,12,PYCA,Brooklyn,11217,33,306
7949,1586,LINCOLN PLACE,even,5 AVENUE,6 AVENUE,"180 6 AVENUE, Brooklyn, NY",-73.9853309, 40.586712,7,1,2,1,7,FRPE,Brooklyn,11217,33,306
7952,1587,LINCOLN PLACE,even,5 AVENUE,6 AVENUE,"180 6 AVENUE, Brooklyn, NY",-73.9853309, 40.586712,9,1,2,1,2,LIST,Brooklyn,11217,33,306
7954,1588,LINCOLN PLACE,even,5 AVENUE,6 AVENUE,"180 6 AVENUE, Brooklyn, NY",-73.9853309, 40.586712,11,1,2,1,6,FRPE,Brooklyn,11217,33,306
7956,1589,LINCOLN PLACE,even,5 AVENUE,6 AVENUE,"18 LINCOLN PLACE, Brooklyn, NY",-73.9790296721, 40.67723595,1,1,1,1,15,PYCA,Brooklyn,11217,33,306
7959,1590,LINCOLN PLACE,even,5 AVENUE,6 AVENUE,"12 LINCOLN PLACE, Brooklyn, NY",-73.9792558621, 40.67738135,1,1,1,1,2,ULAM,Brooklyn,11217,33,306
7961,1591,LINCOLN PLACE,even,5 AVENUE,6 AVENUE,"4 LINCOLN PLACE, Brooklyn, NY",-73.9794491707, 40.6775290243902,2,1,1,2,9,PYCA,Brooklyn,11217,33,306
7964,1592,LINCOLN PLACE,odd,5 AVENUE,6 AVENUE,"1 LINCOLN PLACE, Brooklyn, NY",-73.9793513, 40.6776936,1,1,1,1,14,PYCA,Brooklyn,11217,33,306
7967,1593,LINCOLN PLACE,odd,5 AVENUE,6 AVENUE,"1 LINCOLN PLACE, Brooklyn, NY",-73.9793513, 40.6776936,3,1,1,1,11,PYCA,Brooklyn,11217,33,306
7963,1594,LINCOLN PLACE,even,5 AVENUE,6 AVENUE,"2 LINCOLN PLACE, Brooklyn, NY",-73.9794522, 40.6775223,1,1,1,2,11,PYCA,Brooklyn,11217,33,306
7965,1595,LINCOLN PLACE,odd,5 AVENUE,6 AVENUE,"1 LINCOLN PLACE, Brooklyn, NY",-73.9793513, 40.6776936,2,1,3,1,5,FRPE,Brooklyn,11217,33,306
7968,1596,LINCOLN PLACE,odd,5 AVENUE,6 AVENUE,"1 LINCOLN PLACE, Brooklyn, NY",-73.9793513, 40.6776936,4,1,1,6,0,,Brooklyn,11217,33,306
7971,1597,LINCOLN PLACE,odd,5 AVENUE,6 AVENUE,"19 LINCOLN PLACE, Brooklyn, NY",-73.9789155036, 40.67755865,1,1,1,2,8,FRPE,Brooklyn,11217,33,306
7973,1598,LINCOLN PLACE,odd,5 AVENUE,6 AVENUE,"25 LINCOLN PLACE, Brooklyn, NY",-73.9787295133, 40.6775072,1,1,1,7,0,,Brooklyn,11217,33,306
7976,1599,LINCOLN PLACE,odd,5 AVENUE,6 AVENUE,"31 LINCOLN PLACE, Brooklyn, NY",-73.9785669481, 40.67744645,1,1,1,2,17,PLAC,Brooklyn,11217,33,306
7979,1600,LINCOLN PLACE,odd,5 AVENUE,6 AVENUE,"39 LINCOLN PLACE, Brooklyn, NY",-73.978333202, 40.6773688,1,1,1,2,17,PLAC,Brooklyn,11217,33,306
7981,1601,LINCOLN PLACE,odd,5 AVENUE,6 AVENUE,"51 LINCOLN PLACE, Brooklyn, NY",-73.97804035, 40.67723575,1,1,1,1,3,QUBI,Brooklyn,11217,33,306
7969,1602,LINCOLN PLACE,odd,5 AVENUE,6 AVENUE,"11 LINCOLN PLACE, Brooklyn, NY",-73.9790361001, 40.6776287,1,1,1,2,8,ACPL,Brooklyn,11217,33,306
7972,1603,LINCOLN PLACE,odd,5 AVENUE,6 AVENUE,"21 LINCOLN PLACE, Brooklyn, NY",-73.9788426843, 40.67754515,1,1,1,1,4,GLTR,Brooklyn,11217,33,306
7975,1604,LINCOLN PLACE,odd,5 AVENUE,6 AVENUE,"27 LINCOLN PLACE, Brooklyn, NY",-73.9786744368, 40.67748585,1,1,1,1,19,ACSA1,Brooklyn,11217,33,306
7977,1605,LINCOLN PLACE,odd,5 AVENUE,6 AVENUE,"35 LINCOLN PLACE, Brooklyn, NY",-73.9784549924, 40.6774023,1,1,1,2,10,ROPS,Brooklyn,11217,33,306
7980,1606,LINCOLN PLACE,odd,5 AVENUE,6 AVENUE,"47-49 LINCOLN PLACE, Brooklyn, NY",-73.9610289, 40.672244,1,1,1,1,5,PYCA,Brooklyn,11217,33,306
7983,1607,LINCOLN PLACE,odd,5 AVENUE,6 AVENUE,"55 LINCOLN PLACE, Brooklyn, NY",-73.9778884413, 40.67720065,1,1,1,1,11,FRPE,Brooklyn,11217,33,306
7986,1608,LINCOLN PLACE,odd,5 AVENUE,6 AVENUE,"71 LINCOLN PLACE, Brooklyn, NY",-73.9775715513, 40.6771134,1,1,1,7,0,,Brooklyn,11217,33,306
7988,1609,LINCOLN PLACE,odd,5 AVENUE,6 AVENUE,"71 LINCOLN PLACE, Brooklyn, NY",-73.9775715513, 40.6771134,3,1,1,2,14,GLTR,Brooklyn,11217,33,306
7984,1610,LINCOLN PLACE,odd,5 AVENUE,6 AVENUE,"59 LINCOLN PLACE, Brooklyn, NY",-73.977786481, 40.6771489,1,1,1,2,8,FRPE,Brooklyn,11217,33,306
7987,1611,LINCOLN PLACE,odd,5 AVENUE,6 AVENUE,"71 LINCOLN PLACE, Brooklyn, NY",-73.9775715513, 40.6771134,2,1,1,2,16,GLTR,Brooklyn,11217,33,306
7989,1612,LINCOLN PLACE,odd,5 AVENUE,6 AVENUE,"71 LINCOLN PLACE, Brooklyn, NY",-73.9775715513, 40.6771134,4,5,3,1,6,UNK,Brooklyn,11217,33,306
7991,1613,LINCOLN PLACE,odd,5 AVENUE,6 AVENUE,"71 LINCOLN PLACE, Brooklyn, NY",-73.9775715513, 40.6771134,6,5,3,1,4,UNK,Brooklyn,11217,33,306
7993,1614,LINCOLN PLACE,odd,5 AVENUE,6 AVENUE,"168 6 AVENUE, Brooklyn, NY",-73.9853309, 40.586712,1,2,1,2,15,PLAC,Brooklyn,11217,33,306
7990,1618,LINCOLN PLACE,odd,5 AVENUE,6 AVENUE,"71 LINCOLN PLACE, Brooklyn, NY",-73.9775715513, 40.6771134,5,5,3,1,3,UNK,Brooklyn,11217,33,306
7992,1619,LINCOLN PLACE,odd,5 AVENUE,6 AVENUE,"71 LINCOLN PLACE, Brooklyn, NY",-73.9775715513, 40.6771134,7,5,3,1,4,UNK,Brooklyn,11217,33,306
8444,1727,ST JOHN'S PLACE,even,6 AVENUE,5 AVENUE,"148 6 AVENUE, Brooklyn, NY",-73.9853309, 40.586712,1,2,1,2,11,ROPS,Brooklyn,11217,33,306
8445,1728,ST JOHN'S PLACE,even,6 AVENUE,5 AVENUE,"70 ST JOHN'S PLACE, Brooklyn, NY",-73.9771737129, 40.67746535,1,1,1,7,0,,Brooklyn,11217,33,306
8455,1732,ST JOHN'S PLACE,even,6 AVENUE,5 AVENUE,"62 ST JOHN'S PLACE, Brooklyn, NY",-73.9774269937, 40.67756875,1,1,1,3,3,TITO,Brooklyn,11217,33,306
8457,1733,ST JOHN'S PLACE,even,6 AVENUE,5 AVENUE,"56 ST JOHN'S PLACE, Brooklyn, NY",-73.9776182804, 40.67764375,1,1,1,1,4,ACPLCR,Brooklyn,11217,33,306
8461,1734,ST JOHN'S PLACE,even,6 AVENUE,5 AVENUE,"52 ST JOHN'S PLACE, Brooklyn, NY",-73.9777415, 40.67769205,1,1,1,7,0,,Brooklyn,11217,33,306
8465,1735,ST JOHN'S PLACE,even,6 AVENUE,5 AVENUE,"50 ST JOHN'S PLACE, Brooklyn, NY",-73.9778017301, 40.67771565,2,1,1,7,0,,Brooklyn,11217,33,306
8448,1737,ST JOHN'S PLACE,even,6 AVENUE,5 AVENUE,"70 ST JOHN'S PLACE, Brooklyn, NY",-73.9771737129, 40.67746535,2,1,1,7,0,,Brooklyn,11217,33,306
8451,1738,ST JOHN'S PLACE,even,6 AVENUE,5 AVENUE,"68 ST JOHN'S PLACE, Brooklyn, NY",-73.9772383, 40.6774907,1,1,1,1,10,TICO,Brooklyn,11217,33,306
8454,1739,ST JOHN'S PLACE,even,6 AVENUE,5 AVENUE,"66 ST JOHN'S PLACE, Brooklyn, NY",-73.9773018612, 40.6775156,1,1,1,1,5,ACRU,Brooklyn,11217,33,306
8456,1740,ST JOHN'S PLACE,even,6 AVENUE,5 AVENUE,"60 ST JOHN'S PLACE, Brooklyn, NY",-73.9774921, 40.6775943,1,1,1,7,0,,Brooklyn,11217,33,306
8460,1741,ST JOHN'S PLACE,even,6 AVENUE,5 AVENUE,"54 ST JOHN'S PLACE, Brooklyn, NY",-73.9776801697, 40.677668,1,1,1,1,3,ROPS,Brooklyn,11217,33,306
8463,1742,ST JOHN'S PLACE,even,6 AVENUE,5 AVENUE,"50 ST JOHN'S PLACE, Brooklyn, NY",-73.9778017301, 40.67771565,1,1,1,1,9,TICO,Brooklyn,11217,33,306
8466,1743,ST JOHN'S PLACE,even,6 AVENUE,5 AVENUE,"50 ST JOHN'S PLACE, Brooklyn, NY",-73.9778017301, 40.67771565,3,1,1,2,11,PLAC,Brooklyn,11217,33,306
8467,1744,ST JOHN'S PLACE,even,6 AVENUE,5 AVENUE,"42 ST JOHN'S PLACE, Brooklyn, NY",-73.9780453801, 40.6778111,1,1,1,1,6,TICO,Brooklyn,11217,33,306
8469,1745,ST JOHN'S PLACE,even,6 AVENUE,5 AVENUE,"26 ST JOHN'S PLACE, Brooklyn, NY",-73.9785450853, 40.6779916,1,1,1,1,11,TICO,Brooklyn,11217,33,306
8471,1746,ST JOHN'S PLACE,even,6 AVENUE,5 AVENUE,"12 ST JOHN'S PLACE, Brooklyn, NY",-73.97879465, 40.67812195,1,1,1,2,14,PYCA,Brooklyn,11217,33,306
8476,1747,ST JOHN'S PLACE,odd,5 AVENUE,6 AVENUE,"19 ST JOHN'S PLACE, Brooklyn, NY",-73.9784607153, 40.6783632,1,1,1,1,2,ULAM,Brooklyn,11217,33,306
8478,1748,ST JOHN'S PLACE,odd,5 AVENUE,6 AVENUE,"25 ST JOHN'S PLACE, Brooklyn, NY",-73.9782620935, 40.67827205,1,1,1,1,11,TICO,Brooklyn,11217,33,306
8481,1749,ST JOHN'S PLACE,odd,5 AVENUE,6 AVENUE,"33 ST JOHN'S PLACE, Brooklyn, NY",-73.9779942636, 40.67814895,1,1,1,2,2,PYCA,Brooklyn,11217,33,306
8486,1751,ST JOHN'S PLACE,odd,5 AVENUE,6 AVENUE,"45 ST JOHN'S PLACE, Brooklyn, NY",-73.9776498, 40.6780136,2,1,1,2,10,PLAC,Brooklyn,11217,33,306
8468,1752,ST JOHN'S PLACE,even,6 AVENUE,5 AVENUE,"36 ST JOHN'S PLACE, Brooklyn, NY",-73.97822865, 40.67788445,1,1,1,1,12,TICO,Brooklyn,11217,33,306
8470,1753,ST JOHN'S PLACE,even,6 AVENUE,5 AVENUE,"20 ST JOHN'S PLACE, Brooklyn, NY",-73.9787704733, 40.67802915,1,1,1,2,9,PYCA,Brooklyn,11217,33,306
8475,1754,ST JOHN'S PLACE,odd,5 AVENUE,6 AVENUE,"15 ST JOHN'S PLACE, Brooklyn, NY",-73.978594779, 40.67841585,1,1,1,1,12,TICO,Brooklyn,11217,33,306
8477,1755,ST JOHN'S PLACE,odd,5 AVENUE,6 AVENUE,"21 ST JOHN'S PLACE, Brooklyn, NY",-73.97839195, 40.67833615,1,1,1,2,2,ULAM,Brooklyn,11217,33,306
8479,1756,ST JOHN'S PLACE,odd,5 AVENUE,6 AVENUE,"31 ST JOHN'S PLACE, Brooklyn, NY",-73.9780583827, 40.6781742,1,1,1,1,7,TICO,Brooklyn,11217,33,306
8482,1757,ST JOHN'S PLACE,odd,5 AVENUE,6 AVENUE,"39 ST JOHN'S PLACE, Brooklyn, NY",-73.9778244365, 40.67808225,1,1,1,2,21,TICO,Brooklyn,11217,33,306
8484,1758,ST JOHN'S PLACE,odd,5 AVENUE,6 AVENUE,"45 ST JOHN'S PLACE, Brooklyn, NY",-73.9776498, 40.6780136,1,1,1,2,13,PLAC,Brooklyn,11217,33,306
8487,1759,ST JOHN'S PLACE,odd,5 AVENUE,6 AVENUE,"49 ST JOHN'S PLACE, Brooklyn, NY",-73.9775345364, 40.6779683,1,1,1,2,10,PLAC,Brooklyn,11217,33,306
8488,1760,ST JOHN'S PLACE,odd,5 AVENUE,6 AVENUE,"51 ST JOHN'S PLACE, Brooklyn, NY",-73.9774762664, 40.67794535,1,1,1,2,12,PLAC,Brooklyn,11217,33,306
8491,1761,ST JOHN'S PLACE,odd,5 AVENUE,6 AVENUE,"53 ST JOHN'S PLACE, Brooklyn, NY",-73.9774125, 40.67792485,1,1,1,1,11,PLAC,Brooklyn,11217,33,306
8493,1762,ST JOHN'S PLACE,odd,5 AVENUE,6 AVENUE,"55 ST JOHN'S PLACE, Brooklyn, NY",-73.9773482, 40.6778996,1,1,1,2,10,PLAC,Brooklyn,11217,33,306
8498,1764,ST JOHN'S PLACE,odd,5 AVENUE,6 AVENUE,"59 ST JOHN'S PLACE, Brooklyn, NY",-73.97721935, 40.67784895,1,1,1,2,8,PLAC,Brooklyn,11217,33,306
8500,1765,ST JOHN'S PLACE,odd,5 AVENUE,6 AVENUE,"61 ST JOHN'S PLACE, Brooklyn, NY",-73.9771553, 40.67782375,1,1,1,2,12,PLAC,Brooklyn,11217,33,306
8502,1766,ST JOHN'S PLACE,odd,5 AVENUE,6 AVENUE,"63 ST JOHN'S PLACE, Brooklyn, NY",-73.97709125, 40.6777986,1,1,1,7,0,,Brooklyn,11217,33,306
8494,1770,ST JOHN'S PLACE,odd,5 AVENUE,6 AVENUE,"55 ST JOHN'S PLACE, Brooklyn, NY",-73.9773482, 40.6778996,2,1,1,1,2,ULAM,Brooklyn,11217,33,306
8497,1771,ST JOHN'S PLACE,odd,5 AVENUE,6 AVENUE,"57 ST JOHN'S PLACE, Brooklyn, NY",-73.97728355, 40.6778742,1,1,1,2,11,PLAC,Brooklyn,11217,33,306
8505,1774,ST JOHN'S PLACE,odd,5 AVENUE,6 AVENUE,"65 ST JOHN'S PLACE, Brooklyn, NY",-73.97702705, 40.6777734,1,1,1,2,11,PLAC,Brooklyn,11217,33,306
8508,1775,ST JOHN'S PLACE,odd,5 AVENUE,6 AVENUE,"67 ST JOHN'S PLACE, Brooklyn, NY",-73.97696255, 40.67774805,1,1,1,2,8,PLAC,Brooklyn,11217,33,306
8510,1776,ST JOHN'S PLACE,odd,5 AVENUE,6 AVENUE,"67 ST JOHN'S PLACE, Brooklyn, NY",-73.97696255, 40.67774805,2,1,1,2,13,PLAC,Brooklyn,11217,33,306
8513,1778,ST JOHN'S PLACE,odd,5 AVENUE,6 AVENUE,"146 6 AVENUE, Brooklyn, NY",-73.9853309, 40.586712,1,2,1,1,9,GLTR,Brooklyn,11217,33,306
8511,1784,ST JOHN'S PLACE,odd,5 AVENUE,6 AVENUE,"67 ST JOHN'S PLACE, Brooklyn, NY",-73.97696255, 40.67774805,3,5,3,1,15,UNK,Brooklyn,11217,33,306
10997,2323,5 AVENUE,odd,UNION STREET,PRESIDENT STREET,"217 5 AVENUE, Brooklyn, NY",-73.9535149, 40.590221,1,1,1,1,4,PR,Brooklyn,11215,33,306
11000,2324,5 AVENUE,odd,UNION STREET,PRESIDENT STREET,"219 5 AVENUE, Brooklyn, NY",-73.9535149, 40.590221,1,1,1,1,9,ULAM,Brooklyn,11215,33,306
11003,2325,5 AVENUE,odd,UNION STREET,PRESIDENT STREET,"221 5 AVENUE, Brooklyn, NY",-73.9535149, 40.590221,1,1,1,2,10,PYCA,Brooklyn,11215,33,306
11006,2326,5 AVENUE,odd,BERKELEY PLACE,UNION STREET,"189 5 AVENUE, Brooklyn, NY",-73.9535149, 40.590221,1,1,1,1,4,PYCA,Brooklyn,11217,33,306
10991,2328,5 AVENUE,odd,UNION STREET,PRESIDENT STREET,"211 5 AVENUE, Brooklyn, NY",-73.9535149, 40.590221,1,1,1,1,9,TICO,Brooklyn,11215,33,306
11008,2333,5 AVENUE,odd,BERKELEY PLACE,UNION STREET,"191 5 AVENUE, Brooklyn, NY",-73.9535149, 40.590221,1,1,1,1,10,PYCA,Brooklyn,11217,33,306
11010,2334,5 AVENUE,odd,LINCOLN PLACE,BERKELEY PLACE,"167 5 AVENUE, Brooklyn, NY",-73.9535149, 40.590221,1,1,1,1,13,PYCA,Brooklyn,11217,33,306
11014,2337,5 AVENUE,odd,LINCOLN PLACE,BERKELEY PLACE,"177 5 AVENUE, Brooklyn, NY",-73.9535149, 40.590221,1,1,1,1,13,PYCA,Brooklyn,11217,33,306
11016,2338,5 AVENUE,odd,LINCOLN PLACE,BERKELEY PLACE,"181 5 AVENUE, Brooklyn, NY",-73.9535149, 40.590221,1,1,1,1,12,PYCA,Brooklyn,11217,33,306
11013,2343,5 AVENUE,odd,LINCOLN PLACE,BERKELEY PLACE,"169 5 AVENUE, Brooklyn, NY",-73.9535149, 40.590221,1,1,1,1,13,PYCA,Brooklyn,11217,33,306
11017,2345,5 AVENUE,odd,LINCOLN PLACE,BERKELEY PLACE,"183 5 AVENUE, Brooklyn, NY",-73.9535149, 40.590221,1,1,1,1,8,PYCA,Brooklyn,11217,33,306
438,24,7 AVENUE,even,15 STREET,16 STREET,"462 7 AVENUE, Brooklyn, NY",-73.9853309, 40.586712,1,1,1,2,6,ACPLCR,Brooklyn,11215,34,307
440,25,7 AVENUE,even,15 STREET,16 STREET,"454 7 AVENUE, Brooklyn, NY",-73.9853309, 40.586712,1,1,1,2,11,QUPA,Brooklyn,11215,34,307
442,26,7 AVENUE,odd,15 STREET,16 STREET,"443 7 AVENUE, Brooklyn, NY",-73.9853309, 40.586712,1,1,1,2,2,ACPL,Brooklyn,11215,34,307
439,32,7 AVENUE,even,15 STREET,16 STREET,"458 7 AVENUE, Brooklyn, NY",-73.9853309, 40.586712,1,1,1,2,22,QUPH,Brooklyn,11215,34,307
441,33,7 AVENUE,even,15 STREET,16 STREET,"450 7 AVENUE, Brooklyn, NY",-73.9853309, 40.586712,1,1,1,2,14,QUPA,Brooklyn,11215,34,307
3208,393,10 AVENUE,odd,16 STREET,PROSPECT PARK SOUTHWEST,"1515 10 AVENUE, Brooklyn, NY",-73.9853309, 40.586712,1,1,1,3,12,TICO,Brooklyn,11215,34,307
3209,401,10 AVENUE,odd,16 STREET,PROSPECT PARK SOUTHWEST,"531 16 STREET, Brooklyn, NY",-73.1483146, 40.9223258,1,2,1,1,12,FRPE,Brooklyn,11215,34,307
10917,2275,EAST    8 STREET,odd,OCEAN PARKWAY,CATON PLACE,"31 OCEAN PARKWAY, Brooklyn, NY",-73.9744103, 40.6497468,2,7,1,1,2,TICO,Brooklyn,11218,34,307
10925,2278,CATON PLACE,even,OCEAN PARKWAY,EAST    8 STREET,"81 OCEAN PARKWAY, Brooklyn, NY",-73.9744718013, 40.6487825,1,2,1,1,9,TIAM,Brooklyn,11218,34,307
10916,2281,EAST    8 STREET,odd,OCEAN PARKWAY,CATON PLACE,"31 OCEAN PARKWAY, Brooklyn, NY",-73.9744103, 40.6497468,1,7,1,3,2,TADI,Brooklyn,11218,34,307
10921,2283,EAST    8 STREET,odd,OCEAN PARKWAY,CATON PLACE,"31 OCEAN PARKWAY, Brooklyn, NY",-73.9744103, 40.6497468,3,7,1,1,2,TICO,Brooklyn,11218,34,307
10926,2285,CATON PLACE,even,OCEAN PARKWAY,EAST    8 STREET,"81 OCEAN PARKWAY, Brooklyn, NY",-73.9744718013, 40.6487825,2,2,1,3,3,UNK,Brooklyn,11218,34,307
10928,2286,CATON PLACE,even,OCEAN PARKWAY,EAST    8 STREET,"46 CATON PLACE, Brooklyn, NY",-73.9734224445, 40.6492469,1,1,2,1,18,PLAC,Brooklyn,11218,34,307
10931,2287,CATON PLACE,even,OCEAN PARKWAY,EAST    8 STREET,"48 CATON PLACE, Brooklyn, NY",-73.9733842, 40.649316,1,1,1,1,10,MA1,Brooklyn,11218,34,307
10940,2307,CATON PLACE,odd,OCEAN PARKWAY,EAST    8 STREET,"71 OCEAN PARKWAY, Brooklyn, NY",-73.9745170019, 40.64935555,4,2,1,2,4,TICO,Brooklyn,11218,34,307
10933,2311,CATON PLACE,odd,OCEAN PARKWAY,EAST    8 STREET,"71 OCEAN PARKWAY, Brooklyn, NY",-73.9745170019, 40.64935555,1,2,1,1,3,TICO,Brooklyn,11218,34,307
10936,2312,CATON PLACE,odd,OCEAN PARKWAY,EAST    8 STREET,"71 OCEAN PARKWAY, Brooklyn, NY",-73.9745170019, 40.64935555,2,2,3,1,19,ULAM,Brooklyn,11218,34,307
10939,2313,CATON PLACE,odd,OCEAN PARKWAY,EAST    8 STREET,"71 OCEAN PARKWAY, Brooklyn, NY",-73.9745170019, 40.64935555,3,2,3,1,20,ULAM,Brooklyn,11218,34,307
10942,2314,CATON PLACE,odd,OCEAN PARKWAY,EAST    8 STREET,"71 OCEAN PARKWAY, Brooklyn, NY",-73.9745170019, 40.64935555,5,2,2,1,9,MAPU,Brooklyn,11218,34,307
12366,2661,6 AVENUE,odd,51 STREET,52 STREET,"5105 6 AVENUE, Brooklyn, NY",-73.9853309, 40.586712,1,1,1,1,17,ULAM,Brooklyn,11220,34,307
12375,2662,6 AVENUE,odd,51 STREET,52 STREET,"5121 6 AVENUE, Brooklyn, NY",???, ???,1,1,1,1,15,ULAM,Brooklyn,11220,34,307
12401,2663,6 AVENUE,odd,52 STREET,53 STREET,"5207 6 AVENUE, Brooklyn, NY",-73.9853309, 40.586712,1,1,1,2,2,ULAM,Brooklyn,11220,34,307
12358,2667,6 AVENUE,even,51 STREET,52 STREET,"5106 6 AVENUE, Brooklyn, NY",???, ???,1,1,1,2,15,STJA2,Brooklyn,11220,34,307
12371,2668,6 AVENUE,odd,51 STREET,52 STREET,"5115 6 AVENUE, Brooklyn, NY",-73.9853309, 40.586712,1,1,1,2,18,ULAM,Brooklyn,11220,34,307
12394,2669,6 AVENUE,odd,52 STREET,53 STREET,"5205 6 AVENUE, Brooklyn, NY",???, ???,1,1,1,1,3,ULAM,Brooklyn,11220,34,307
12405,2670,6 AVENUE,odd,52 STREET,53 STREET,"5209 6 AVENUE, Brooklyn, NY",-73.9853309, 40.586712,1,1,1,2,8,ACPS,Brooklyn,11220,34,307
12416,2671,6 AVENUE,odd,52 STREET,53 STREET,"5213 6 AVENUE, Brooklyn, NY",???, ???,1,1,1,1,4,GLTR,Brooklyn,11220,34,307
12413,2672,6 AVENUE,odd,52 STREET,53 STREET,"5211 6 AVENUE, Brooklyn, NY",???, ???,1,1,1,1,10,ACPS,Brooklyn,11220,34,307
12468,2673,6 AVENUE,even,52 STREET,53 STREET,"5202 6 AVENUE, Brooklyn, NY",???, ???,1,1,1,4,3,,Brooklyn,11220,34,307
12475,2674,6 AVENUE,even,53 STREET,54 STREET,"5302 6 AVENUE, Brooklyn, NY",???, ???,2,1,1,1,5,QUPA,Brooklyn,11220,34,307
12480,2675,6 AVENUE,even,53 STREET,54 STREET,"5314 6 AVENUE, Brooklyn, NY",???, ???,1,1,1,2,9,GLTR,Brooklyn,11220,34,307
13432,2906,KERMIT PLACE,odd,EAST    8 STREET,EAST    7 STREET,"59 KERMIT PLACE, Brooklyn, NY",-73.9730706686, 40.64877615,1,1,1,1,16,PLAC,Brooklyn,11218,34,307
13449,2908,KERMIT PLACE,odd,EAST    8 STREET,EAST    7 STREET,"51 KERMIT PLACE, Brooklyn, NY",-73.9732798183, 40.6486898,1,1,1,3,4,TIAM,Brooklyn,11218,34,307
13455,2909,KERMIT PLACE,odd,EAST    8 STREET,EAST    7 STREET,"45 KERMIT PLACE, Brooklyn, NY",-73.9734470458, 40.64864295,1,1,1,1,17,PLAC,Brooklyn,11218,34,307
13460,2910,KERMIT PLACE,odd,EAST    8 STREET,EAST    7 STREET,"43 KERMIT PLACE, Brooklyn, NY",-73.9735441915, 40.6486374,1,1,1,1,18,PLAC,Brooklyn,11218,34,307
13467,2913,KERMIT PLACE,odd,EAST    8 STREET,EAST    7 STREET,"39 KERMIT PLACE, Brooklyn, NY",-73.9736332, 40.64859275,1,1,2,1,19,PLAC,Brooklyn,11218,34,307
13475,2915,KERMIT PLACE,odd,EAST    7 STREET,OCEAN PARKWAY,"31 KERMIT PLACE, Brooklyn, NY",-73.9738604069, 40.6484955,1,1,1,2,19,ACRU,Brooklyn,11218,34,307
13481,2916,KERMIT PLACE,odd,EAST    7 STREET,OCEAN PARKWAY,"29 KERMIT PLACE, Brooklyn, NY",-73.9739120223, 40.64846015,1,1,1,2,19,ACRU,Brooklyn,11218,34,307
13486,2917,KERMIT PLACE,odd,EAST    7 STREET,OCEAN PARKWAY,"19 KERMIT PLACE, Brooklyn, NY",-73.9741269178, 40.64838645,1,1,1,1,39,PLAC,Brooklyn,11218,34,307
13491,2918,KERMIT PLACE,odd,EAST    7 STREET,OCEAN PARKWAY,"17 KERMIT PLACE, Brooklyn, NY",-73.9741912, 40.64836075,1,1,1,1,17,ACPL,Brooklyn,11218,34,307
13469,2920,KERMIT PLACE,odd,EAST    8 STREET,EAST    7 STREET,"35 KERMIT PLACE, Brooklyn, NY",-73.9737468197, 40.6485604,1,1,1,1,20,PLAC,Brooklyn,11218,34,307
13495,2925,KERMIT PLACE,odd,EAST    7 STREET,OCEAN PARKWAY,"15 KERMIT PLACE, Brooklyn, NY",-73.9742566705, 40.64833455,1,1,1,2,32,PLAC,Brooklyn,11218,34,307
13500,2926,KERMIT PLACE,odd,EAST    7 STREET,OCEAN PARKWAY,"13 KERMIT PLACE, Brooklyn, NY",-73.9743198302, 40.64830935,1,1,1,1,16,ACPL,Brooklyn,11218,34,307
13504,2928,KERMIT PLACE,odd,EAST    7 STREET,OCEAN PARKWAY,"11 KERMIT PLACE, Brooklyn, NY",-73.9743812, 40.6482848,1,1,1,1,26,PLAC,Brooklyn,11218,34,307
13507,2929,KERMIT PLACE,odd,EAST    7 STREET,OCEAN PARKWAY,"99 OCEAN PARKWAY, Brooklyn, NY",-73.9744545296, 40.64821895,1,2,2,2,16,ACPL,Brooklyn,11218,34,307
13516,2931,KERMIT PLACE,odd,EAST    7 STREET,OCEAN PARKWAY,"99 OCEAN PARKWAY, Brooklyn, NY",-73.9744545296, 40.64821895,3,2,2,1,16,ACPL,Brooklyn,11218,34,307
13408,2886,65 STREET,odd,11 AVENUE,12 AVENUE,"1151 65 STREET, Brooklyn, NY",???, ???,1,1,1,2,27,PLAC,Brooklyn,11219,37,310
13410,2887,65 STREET,odd,11 AVENUE,12 AVENUE,"1171 65 STREET, Brooklyn, NY",-73.1483146, 40.9223258,2,1,1,3,18,ACPL,Brooklyn,11219,37,310
